date,value1,value2,value3,value4
2023-01-01 00:00:00.000000000,0.05228830124725466,-0.36904824935463115,-1.2012396048499394,0.4948188224788442
2023-01-01 00:59:59.999986688,-0.13404093947894988,0.8594697885459247,-0.14009059759422807,0.4952043973091614
2023-01-01 02:00:00.000013312,-0.3662011286611675,2.0954850702969945,0.3497154294183398,0.704907179581415
2023-01-01 03:00:00.000000000,-0.4649614394829104,3.1586342200144837,0.25076001126825576,0.6713972273907475
2023-01-01 03:59:59.999986688,-0.19509786755059086,3.704680135865338,-0.41360758715837415,0.4129733883713424
2023-01-01 05:00:00.000013312,-0.4004988934767384,3.2686120228924382,-1.301367409683557,0.5432225873593522
2023-01-01 06:00:00.000000000,-1.2895419348221884,2.3093408865051055,-1.9533021562759494,0.8169082219452886
2023-01-01 06:59:59.999986688,-1.6131246345782906,1.5950854966925125,-2.063397571340404,0.6126763555399322
2023-01-01 08:00:00.000013312,-1.2846307358426228,1.333123684397903,-1.2544789933872422,0.1739238943874668
2023-01-01 09:00:00.000000000,-1.1762341546696484,1.0896913080899642,0.21643825018760426,-0.18709753870446633
2023-01-01 09:59:59.999986688,-1.2687509623453002,0.30585352512391034,1.2882727419188904,-0.6055865237534621
2023-01-01 11:00:00.000013312,-1.1555839098888654,-0.6786267243802552,1.0943064990020972,-0.6343161745436142
2023-01-01 12:00:00.000000000,-0.8196159534375466,-1.095244634614722,0.28287379141591784,-0.2166161311864847
2023-01-01 12:59:59.999986688,-0.5267042148515135,-1.0035426602261537,-0.16269062675715779,0.013784286814042956
2023-01-01 14:00:00.000013312,-0.343720465809353,-0.8963462995028438,-0.23976839544254083,-0.20218332960897195
2023-01-01 15:00:00.000000000,-0.40640580329891546,-1.1525134708520193,0.15321269190125864,-0.4902281441463385
2023-01-01 15:59:59.999986688,-0.7956972701806309,-1.6805432259678204,1.0081714095837364,-0.3105962459393086
2023-01-01 17:00:00.000013312,-1.1247353889831833,-2.07680289420734,1.3281424085387954,0.27038528201462103
2023-01-01 18:00:00.000000000,-0.899289788565926,-2.1737434003543226,0.8775212727942059,0.5984588096929814
2023-01-01 18:59:59.999986688,-0.19848382779683166,-1.8416623960147522,0.30945485683083,0.26733063116983785
2023-01-01 20:00:00.000013312,0.28078502653768106,-0.7267900652156684,-0.18261062246592485,-0.20088130343579194
2023-01-01 21:00:00.000000000,-0.020498784886657066,0.7022821264130858,-0.6097875250161925,-0.2198990744548459
2023-01-01 21:59:59.999986688,-0.8295973855955959,1.235160442276041,-1.0444627796361017,0.1375715120088469
2023-01-01 23:00:00.000013312,-1.5556981957053355,0.5556640560912398,-1.1846942368314173,0.5738744388983912
2023-01-02 00:00:00.000000000,-1.8866195285343095,-0.5172599570905819,-0.9803185595720608,0.876397890048004
2023-01-02 00:59:59.999986688,-1.5498684309608741,-0.8349382514771191,-0.912975309950701,1.178153565900788
2023-01-02 02:00:00.000013312,-0.8775451899399445,-0.3181743566823206,-0.8794029677669262,1.6311409387593856
2023-01-02 03:00:00.000000000,-0.5949425147045762,0.21265716326283418,-0.3977446247486881,1.9754265560915019
2023-01-02 03:59:59.999986688,-0.48771099792616407,0.5153254444960629,0.17227250253612483,2.05129722799182
2023-01-02 05:00:00.000013312,-0.33909575624800625,0.7707998256901109,0.26874246633967175,1.7398086243388846
2023-01-02 06:00:00.000000000,-0.3192225011028685,1.3509380981603574,0.08333604148722455,1.3008228952819985
2023-01-02 06:59:59.999986688,-0.31783654332318506,2.140601190843646,-0.18955752427319325,0.8736743149566911
2023-01-02 08:00:00.000013312,-0.40454693815890963,2.3956914783074286,-0.8385443735827218,0.28083770479815556
2023-01-02 09:00:00.000000000,-0.754872218141857,1.6593520932380363,-1.4039438467620433,-0.2774575386599471
2023-01-02 09:59:59.999986688,-1.146976127912083,0.4372907156612059,-1.0361652259501748,-0.45081909062672676
2023-01-02 11:00:00.000013312,-1.3596907167423793,-0.5502076448721431,-0.21301771071037465,-0.15056084616192264
2023-01-02 12:00:00.000000000,-1.5098046440208257,-1.0733192253316564,0.39936330984733687,-0.10251161923225954
2023-01-02 12:59:59.999986688,-1.3726300535956866,-0.9387695970724802,0.5770930979372713,-0.6212120537476504
2023-01-02 14:00:00.000013312,-0.6258326122181236,-0.43525247282882196,0.35928397429142905,-0.9270788271158309
2023-01-02 15:00:00.000000000,0.310295238482824,-0.5652613502923606,0.2060855386779363,-0.8630034169782177
2023-01-02 15:59:59.999986688,0.49012704301303023,-1.3931539982221688,0.33843431619745995,-0.8443232510820217
2023-01-02 17:00:00.000013312,0.3680382330597987,-1.7971126423892207,0.29934507394132964,-0.9079310824053098
2023-01-02 18:00:00.000000000,0.7447282040713163,-1.1680490791166767,-0.4602517011919974,-0.7897514291561567
