date,value1,value2,value3,value4
2023-01-01 00:00:00.000000000,-0.7506908350835091,2.6136284651468986,-0.39082889368010615,4.347969126910577
2023-01-01 00:59:59.999986688,-1.133754665659562,2.649114565603809,-0.2132483923718471,4.4636734184589075
2023-01-01 02:00:00.000013312,-1.4662455683802555,2.7281915581318956,-0.07027700409195686,4.525351233599332
2023-01-01 03:00:00.000000000,-1.7407464178967995,2.855306524932721,0.026686977256482225,4.5345615075698245
2023-01-01 03:59:59.999986688,-1.9511965886802334,3.031908860686079,0.06635723457648293,4.492527698114272
2023-01-01 05:00:00.000013312,-2.092577655871604,3.2559297112466172,0.03822109207557005,4.400229120050113
2023-01-01 06:00:00.000000000,-2.16099688222617,3.5215586464364566,-0.06613218573064111,4.258822932106532
2023-01-01 06:59:59.999986688,-2.1536766818515773,3.819398873005611,-0.252500165891415,4.0707889591490565
2023-01-01 08:00:00.000013312,-2.069545104860929,4.137092915691298,-0.5231909482906482,3.840561127919491
2023-01-01 09:00:00.000000000,-1.9096635062425196,4.460018892523964,-0.8769290846108168,3.5749839068684834
2023-01-01 09:59:59.999986688,-1.6775355617547718,4.772046180387546,-1.3090784122988288,3.282878754710498
2023-01-01 11:00:00.000013312,-1.3796144094775917,5.056643435461158,-1.8117662096350948,2.9740574731117873
2023-01-01 12:00:00.000000000,-1.025650058332812,5.297628041563902,-2.374476970168519,2.6577483408643516
2023-01-01 12:59:59.999986688,-0.628706153617737,5.480360123980424,-2.9839331102261153,2.3421960980828613
2023-01-01 14:00:00.000013312,-0.20500014084345763,5.592210382179332,-3.624650341017745,2.0340935781157214
2023-01-01 15:00:00.000000000,0.22684810999933303,5.6236242039342175,-4.279322152229842,1.7383242610628162
2023-01-01 15:59:59.999986688,0.6467698556262782,5.568645415305015,-4.929567393698857,1.4574516987721267
2023-01-01 17:00:00.000013312,1.034746658995827,5.426026586206002,-5.556680030607441,1.1916113658594718
2023-01-01 18:00:00.000000000,1.372483201889272,5.199293599633566,-6.141956992166015,0.9384284609117672
2023-01-01 18:59:59.999986688,1.6445582376914036,4.896479410239897,-6.667282885359851,0.6941370357318283
2023-01-01 20:00:00.000013312,1.838978891447683,4.528783399157738,-7.115715739726246,0.45482082808674656
2023-01-01 21:00:00.000000000,1.947434412390874,4.10920371926177,-7.4726780701169195,0.21733212308466632
2023-01-01 21:59:59.999986688,1.9651624540766124,3.6511273702498706,-7.7272160634386,-0.020258757448260466
2023-01-01 23:00:00.000013312,1.8912509285801176,3.167308987033068,-7.873242690199665,-0.2589240715885142
2023-01-02 00:00:00.000000000,1.7289891332973073,2.669232667152794,-7.910051685913963,-0.49923110212844574
2023-01-02 00:59:59.999986688,1.4855657439185828,2.166799363820346,-7.842210223232666,-0.7413572199024434
2023-01-02 02:00:00.000013312,1.1719713011812387,1.668895215551141,-7.678844011880374,-0.9847134637919698
2023-01-02 03:00:00.000000000,0.8024367405455202,1.1842715772379844,-7.432268155162557,-1.2273739286588068
2023-01-02 03:59:59.999986688,0.3940127241004877,0.7224595118915731,-7.116699743959921,-1.4656184362146145
2023-01-02 05:00:00.000013312,-0.0344222132275994,0.29380212823417207,-6.747166783618005,-1.6938367243618735
2023-01-02 06:00:00.000000000,-0.4630250137732829,-0.0916649437313027,-6.338575912453553,-1.904468206590416
2023-01-02 06:59:59.999986688,-0.8723188161516207,-0.4256672110879097,-5.905776992710719,-2.088856575504844
2023-01-02 08:00:00.000013312,-1.24393654491504,-0.7029223728115862,-5.463403384046187,-2.237938821335514
2023-01-02 09:00:00.000000000,-1.5615770030339018,-0.9213972804499707,-5.0254410822917945,-2.3432446104669236
2023-01-02 09:59:59.999986688,-1.8115757040477232,-1.0822027722997112,-4.604703287633509,-2.398047945346105
2023-01-02 11:00:00.000013312,-1.9831074872350654,-1.1887908935394444,-4.211569174495222,-2.3981644438874175
2023-01-02 12:00:00.000000000,-2.068176310179446,-1.2465732893237293,-3.8531971421642477,-2.3421494385006456
2023-01-02 12:59:59.999986688,-2.061117787161091,-1.262114103738978,-3.53297150078288,-2.2314296887483063
2023-01-02 14:00:00.000013312,-1.9584501365529365,-1.2429180828067528,-3.250667224984632,-2.0696604741678093
2023-01-02 15:00:00.000000000,-1.7590767930716065,-1.1972777855338985,-3.0032896259664446,-1.862539550108594
2023-01-02 15:59:59.999986688,-1.4646075154145883,-1.1338277453270673,-2.785775489591076,-1.6170094028223816
2023-01-02 17:00:00.000013312,-1.0795353607343472,-1.0620400310152136,-2.591934514425139,-1.340861630414974
2023-01-02 18:00:00.000000000,-0.610819573502393,-0.9920582851359845,-2.4148153631346174,-1.0422007269733737
2023-01-02 18:59:59.999986688,-0.06723614864939406,-0.9345938887801737,-2.2467325831996097,-0.7293272776536333
2023-01-02 20:00:00.000013312,0.5413519551414221,-0.9001308643302822,-2.079601229768007,-0.41083546062052445
2023-01-02 21:00:00.000000000,1.2041645631016145,-0.8975532713674201,-1.9052043791687427,-0.09537745940486204
2023-01-02 21:59:59.999986688,1.909555119494137,-0.9335831155253491,-1.715986756139492,0.20837227434305647
2023-01-02 23:00:00.000013312,2.6454239898542133,-1.0125411531007407,-1.5058173185685562,0.49234016395589203
2023-01-03 00:00:00.000000000,3.3995030152109553,-1.1370465538457482,-1.2705203718986358,0.7496724493084269
2023-01-03 00:59:59.999986688,4.15970791928291,-1.309131133425283,-1.0082367225619848,0.9756087257270672
2023-01-03 02:00:00.000013312,4.914453570101834,-1.5305075887399966,-0.7193852171333438,1.1681518736879943
2023-01-03 03:00:00.000000000,5.652774268195785,-1.8020459363203378,-0.40648765980844276,1.3283161972818345
2023-01-03 03:59:59.999986688,6.364465201411325,-2.121988874701212,-0.07440992320917088,1.4602224936408823
2023-01-03 05:00:00.000013312,7.04019332796082,-2.4844089139872247,0.26985705181610026,1.5703137498305386
2023-01-03 06:00:00.000000000,7.671606480155793,-2.8782629906937056,0.6170290492305025,1.666605353581972
2023-01-03 06:59:59.999986688,8.251562722083749,-3.288028914250932,0.9561290971321886,1.7575223735579548
